,img_path,img_label,img_id
0,/home/jjeong35/test_data/coloredMNIST/train/5_0.png,5,0
1,/home/jjeong35/test_data/coloredMNIST/train/0_1.png,0,1
2,/home/jjeong35/test_data/coloredMNIST/train/4_2.png,4,2
3,/home/jjeong35/test_data/coloredMNIST/train/1_3.png,1,3
4,/home/jjeong35/test_data/coloredMNIST/train/9_4.png,9,4
5,/home/jjeong35/test_data/coloredMNIST/train/2_5.png,2,5
6,/home/jjeong35/test_data/coloredMNIST/train/1_6.png,1,6
7,/home/jjeong35/test_data/coloredMNIST/train/3_7.png,3,7
8,/home/jjeong35/test_data/coloredMNIST/train/1_8.png,1,8
9,/home/jjeong35/test_data/coloredMNIST/train/4_9.png,4,9
10,/home/jjeong35/test_data/coloredMNIST/train/3_10.png,3,10
11,/home/jjeong35/test_data/coloredMNIST/train/5_11.png,5,11
12,/home/jjeong35/test_data/coloredMNIST/train/3_12.png,3,12
13,/home/jjeong35/test_data/coloredMNIST/train/6_13.png,6,13
14,/home/jjeong35/test_data/coloredMNIST/train/1_14.png,1,14
15,/home/jjeong35/test_data/coloredMNIST/train/7_15.png,7,15
16,/home/jjeong35/test_data/coloredMNIST/train/2_16.png,2,16
17,/home/jjeong35/test_data/coloredMNIST/train/8_17.png,8,17
18,/home/jjeong35/test_data/coloredMNIST/train/6_18.png,6,18
19,/home/jjeong35/test_data/coloredMNIST/train/9_19.png,9,19
20,/home/jjeong35/test_data/coloredMNIST/train/4_20.png,4,20
21,/home/jjeong35/test_data/coloredMNIST/train/0_21.png,0,21
22,/home/jjeong35/test_data/coloredMNIST/train/9_22.png,9,22
23,/home/jjeong35/test_data/coloredMNIST/train/1_23.png,1,23
24,/home/jjeong35/test_data/coloredMNIST/train/1_24.png,1,24
25,/home/jjeong35/test_data/coloredMNIST/train/2_25.png,2,25
26,/home/jjeong35/test_data/coloredMNIST/train/4_26.png,4,26
27,/home/jjeong35/test_data/coloredMNIST/train/3_27.png,3,27
28,/home/jjeong35/test_data/coloredMNIST/train/2_28.png,2,28
29,/home/jjeong35/test_data/coloredMNIST/train/7_29.png,7,29
30,/home/jjeong35/test_data/coloredMNIST/train/3_30.png,3,30
31,/home/jjeong35/test_data/coloredMNIST/train/8_31.png,8,31
32,/home/jjeong35/test_data/coloredMNIST/train/6_32.png,6,32
33,/home/jjeong35/test_data/coloredMNIST/train/9_33.png,9,33
34,/home/jjeong35/test_data/coloredMNIST/train/0_34.png,0,34
35,/home/jjeong35/test_data/coloredMNIST/train/5_35.png,5,35
36,/home/jjeong35/test_data/coloredMNIST/train/6_36.png,6,36
37,/home/jjeong35/test_data/coloredMNIST/train/0_37.png,0,37
38,/home/jjeong35/test_data/coloredMNIST/train/7_38.png,7,38
39,/home/jjeong35/test_data/coloredMNIST/train/6_39.png,6,39
40,/home/jjeong35/test_data/coloredMNIST/train/1_40.png,1,40
41,/home/jjeong35/test_data/coloredMNIST/train/8_41.png,8,41
42,/home/jjeong35/test_data/coloredMNIST/train/7_42.png,7,42
43,/home/jjeong35/test_data/coloredMNIST/train/9_43.png,9,43
44,/home/jjeong35/test_data/coloredMNIST/train/3_44.png,3,44
45,/home/jjeong35/test_data/coloredMNIST/train/9_45.png,9,45
46,/home/jjeong35/test_data/coloredMNIST/train/8_46.png,8,46
47,/home/jjeong35/test_data/coloredMNIST/train/5_47.png,5,47
48,/home/jjeong35/test_data/coloredMNIST/train/9_48.png,9,48
49,/home/jjeong35/test_data/coloredMNIST/train/3_49.png,3,49
50,/home/jjeong35/test_data/coloredMNIST/train/3_50.png,3,50
51,/home/jjeong35/test_data/coloredMNIST/train/0_51.png,0,51
52,/home/jjeong35/test_data/coloredMNIST/train/7_52.png,7,52
53,/home/jjeong35/test_data/coloredMNIST/train/4_53.png,4,53
54,/home/jjeong35/test_data/coloredMNIST/train/9_54.png,9,54
55,/home/jjeong35/test_data/coloredMNIST/train/8_55.png,8,55
56,/home/jjeong35/test_data/coloredMNIST/train/0_56.png,0,56
57,/home/jjeong35/test_data/coloredMNIST/train/9_57.png,9,57
58,/home/jjeong35/test_data/coloredMNIST/train/4_58.png,4,58
59,/home/jjeong35/test_data/coloredMNIST/train/1_59.png,1,59
60,/home/jjeong35/test_data/coloredMNIST/train/4_60.png,4,60
61,/home/jjeong35/test_data/coloredMNIST/train/4_61.png,4,61
62,/home/jjeong35/test_data/coloredMNIST/train/6_62.png,6,62
63,/home/jjeong35/test_data/coloredMNIST/train/0_63.png,0,63
64,/home/jjeong35/test_data/coloredMNIST/train/4_64.png,4,64
65,/home/jjeong35/test_data/coloredMNIST/train/5_65.png,5,65
66,/home/jjeong35/test_data/coloredMNIST/train/6_66.png,6,66
67,/home/jjeong35/test_data/coloredMNIST/train/1_67.png,1,67
68,/home/jjeong35/test_data/coloredMNIST/train/0_68.png,0,68
69,/home/jjeong35/test_data/coloredMNIST/train/0_69.png,0,69
70,/home/jjeong35/test_data/coloredMNIST/train/1_70.png,1,70
71,/home/jjeong35/test_data/coloredMNIST/train/7_71.png,7,71
72,/home/jjeong35/test_data/coloredMNIST/train/1_72.png,1,72
73,/home/jjeong35/test_data/coloredMNIST/train/6_73.png,6,73
74,/home/jjeong35/test_data/coloredMNIST/train/3_74.png,3,74
75,/home/jjeong35/test_data/coloredMNIST/train/0_75.png,0,75
76,/home/jjeong35/test_data/coloredMNIST/train/2_76.png,2,76
77,/home/jjeong35/test_data/coloredMNIST/train/1_77.png,1,77
78,/home/jjeong35/test_data/coloredMNIST/train/1_78.png,1,78
79,/home/jjeong35/test_data/coloredMNIST/train/7_79.png,7,79
80,/home/jjeong35/test_data/coloredMNIST/train/9_80.png,9,80
81,/home/jjeong35/test_data/coloredMNIST/train/0_81.png,0,81
82,/home/jjeong35/test_data/coloredMNIST/train/2_82.png,2,82
83,/home/jjeong35/test_data/coloredMNIST/train/6_83.png,6,83
84,/home/jjeong35/test_data/coloredMNIST/train/7_84.png,7,84
85,/home/jjeong35/test_data/coloredMNIST/train/8_85.png,8,85
86,/home/jjeong35/test_data/coloredMNIST/train/3_86.png,3,86
87,/home/jjeong35/test_data/coloredMNIST/train/9_87.png,9,87
88,/home/jjeong35/test_data/coloredMNIST/train/0_88.png,0,88
89,/home/jjeong35/test_data/coloredMNIST/train/4_89.png,4,89
90,/home/jjeong35/test_data/coloredMNIST/train/6_90.png,6,90
91,/home/jjeong35/test_data/coloredMNIST/train/7_91.png,7,91
92,/home/jjeong35/test_data/coloredMNIST/train/4_92.png,4,92
93,/home/jjeong35/test_data/coloredMNIST/train/6_93.png,6,93
94,/home/jjeong35/test_data/coloredMNIST/train/8_94.png,8,94
95,/home/jjeong35/test_data/coloredMNIST/train/0_95.png,0,95
96,/home/jjeong35/test_data/coloredMNIST/train/7_96.png,7,96
97,/home/jjeong35/test_data/coloredMNIST/train/8_97.png,8,97
